time,volume,price
2019-05-06 21:55:00+00:00,0.00000,1.11988
2019-05-06 22:00:00+00:00,12.00000,1.11988
2019-05-06 22:05:00+00:00,3.00000,1.11985
2019-05-06 22:10:00+00:00,3.00000,1.11985
2019-05-06 22:15:00+00:00,2.00000,1.11991
2019-05-06 22:20:00+00:00,1.00000,1.11996
2019-05-06 22:25:00+00:00,1.00000,1.11995
2019-05-06 22:30:00+00:00,2.00000,1.11991
2019-05-06 22:35:00+00:00,4.00000,1.11990
2019-05-06 22:40:00+00:00,1.00000,1.11993
2019-05-06 22:45:00+00:00,3.00000,1.11995
2019-05-06 22:50:00+00:00,3.00000,1.12002
2019-05-06 22:55:00+00:00,2.00000,1.11994
2019-05-06 23:00:00+00:00,3.00000,1.12009
2019-05-06 23:05:00+00:00,5.00000,1.12026
2019-05-06 23:10:00+00:00,4.00000,1.12021
2019-05-06 23:15:00+00:00,2.00000,1.12012
2019-05-06 23:20:00+00:00,4.00000,1.12028
2019-05-06 23:25:00+00:00,4.00000,1.12018
2019-05-06 23:30:00+00:00,3.00000,1.12016
2019-05-06 23:35:00+00:00,2.00000,1.12023
2019-05-06 23:40:00+00:00,2.00000,1.12018
2019-05-06 23:45:00+00:00,3.00000,1.12011
2019-05-06 23:50:00+00:00,4.00000,1.12018
2019-05-06 23:55:00+00:00,4.00000,1.12018
2019-05-07 00:00:00+00:00,13.00000,1.12028
2019-05-07 00:05:00+00:00,8.00000,1.12033
2019-05-07 00:10:00+00:00,2.00000,1.12033
2019-05-07 00:15:00+00:00,2.00000,1.12016
2019-05-07 00:20:00+00:00,5.00000,1.12024
2019-05-07 00:25:00+00:00,1.00000,1.12030
2019-05-07 00:30:00+00:00,4.00000,1.12026
2019-05-07 00:35:00+00:00,2.00000,1.12027
2019-05-07 00:40:00+00:00,15.00000,1.11997
2019-05-07 00:45:00+00:00,2.00000,1.11995
2019-05-07 00:50:00+00:00,33.00000,1.12000
2019-05-07 00:55:00+00:00,1.00000,1.12005
2019-05-07 01:00:00+00:00,3.00000,1.12011
2019-05-07 01:05:00+00:00,3.00000,1.12010
2019-05-07 01:10:00+00:00,3.00000,1.12008
2019-05-07 01:15:00+00:00,4.00000,1.11981
